diary_entry,mood,happy,sad,satisfied,proud,anxious,angry,afraid,jealous
"I just need to record this real quick. um, I felt ignored by the people I care about today, uh, it really hurt. Well, that was my day in a nutshell.",-0.78,0,1,0,0,0,0,0,0
"Mal schauen, wie ich heute am besten beschreibe. irgendwie, Jemand war äh, heute extrem unhöflich zu mir, das hat mir die Laune komplett verdorben. Tut echt gut, das mal ausgesprochen zu haben.",-0.43,0,0,0,0,0,1,0,0
"Uff, was für ein Tag. halt, Ich bin äh, gerade einfach nur dankbar und glücklich für die tollen Menschen in meinem Leben. Die Arbeit häuft sich an und irgendwie, ich fühle mich durch den Stress wie gelähmt. Ich muss aufhören zu grübeln und einfach schlafen.",0.12,1,0,0,0,1,0,0,0
"Hey diary, just checking in. I got jealous of my coworker's um, promotion, even though they deserved it. I solved a kind of, really complex problem today that everyone else was struggling with. I hope things turn out okay.",0.14,0,0,0,1,0,0,0,1
"Okay, also so lief mein Tag heute ab. ähm, Der Tag heute war äh, wieder eine Erinnerung an alles, was gerade schiefläuft. Ich hatte einen heftigen Streit mit meinem Partner und war sozusagen, danach einfach nur stinksauer. Ich hoffe einfach, dass alles gut ausgeht.",-0.71,0,1,0,0,0,1,0,0
"Today was... interesting, to say the least. uh, Everything irritated me uh, today, even the smallest little things. That's all for today, I guess.",-0.69,0,0,0,0,0,1,0,0
"I just need to record this real quick. I had a nice, long walk and cleared my head, it felt um, really good. Glad I got that off my chest.",0.45,0,0,1,0,0,0,0,0
"So, I'm sitting here thinking about today. you know, I kind of, was terrified of confronting someone today, my hands were literally shaking. Just going to try and relax now.",-0.98,0,0,0,0,0,0,1,0
"Na ja, heute ist einiges passiert. halt, Ich fühle mich so überfordert von all den Aufgaben, halt, das stresst mich total. So lief das heute jedenfalls ab.",-0.32,0,0,0,0,1,0,0,0
"Today was... interesting, to say the least. kind of, I felt really scared about what um, might happen next, everything is so uncertain. Signing off for the night.",-0.85,0,0,0,0,0,0,1,0
"Not sure how to put today into words, but... like, I kind of, felt really lonely today and just couldn't shake off this heavy feeling. That's pretty much how it went.",-0.57,0,1,0,0,0,0,0,0
"Boah, ich muss mir heute mal was von der Seele reden. sozusagen, Ich habe mich unsicher gefühlt, als ich sah, dass sie mit jemand ähm, anderem geredet haben und nicht mit mir. Ich hatte heute im Meeting zu sozusagen, große Angst, den Mund aufzumachen, ich war wie erstarrt. Ich schlafe jetzt wohl am besten mal drüber.",-0.29,0,0,0,0,0,0,1,1
"Ich muss das hier kurz mal festhalten. halt, Ich irgendwie, habe mich heute echt einsam gefühlt und konnte dieses schwere Gefühl einfach nicht abschütteln. Ich hoffe auf einen ruhigeren Tag morgen.",-0.94,0,1,0,0,0,0,0,0
"Heute war... gelinde gesagt, sehr interessant. Ich hatte heute eine kleine Panikattacke, als ich ähm, ans Scheitern gedacht habe. Tja, das war mein Tag im Großen und Ganzen.",-0.74,0,0,0,0,0,0,1,0
"Alles klar, Tagebuch, hier ist das Update. irgendwie, Ich hatte heute schreckliche Angst davor, jemanden zu konfrontieren, meine halt, Hände haben gezittert. Ich freue mich auf einen Neuanfang morgen.",-0.62,0,0,0,0,0,0,1,0
"Man, today was something else. kind of, I made some really tough uh, decisions today, but they were the right ones. I'm just too tired to think about it anymore.",0.6,0,0,0,1,0,0,0,0
"Today was a weird mix of things. you know, The thought of losing my job is keeping me up at night, kind of, I'm terrified. Guess I'll just sleep on it.",-0.67,0,0,0,0,0,0,1,0
"Okay, so today was... kind of, I um, kept imagining the worst-case scenarios for my upcoming exams. I'm glad today is finally over.",-0.27,0,0,0,0,1,0,0,0
"So, I'm sitting here thinking about today. uh, I felt like I was uh, constantly on the edge of a panic attack today. I saw my partner talking to someone else and felt a sting of jealousy. Anyway, I'm going to bed now.",-0.31,0,0,0,0,1,0,0,1
"Mal schauen, wie ich heute am besten beschreibe. sozusagen, Am Abend kamen mir einfach die Tränen, halt, weil alles zu viel wurde. Ich habe solche Angst davor, in der Zukunft allein zu sein, also, das ist ein gruseliger Gedanke. Ich hoffe auf einen ruhigeren Tag morgen.",-0.63,0,1,0,0,0,0,1,0
"Ich sitze hier gerade und denke über heute nach. ähm, Ich war eifersüchtig, irgendwie, als ich gesehen habe, wie leicht anderen manche Dinge fallen. Das war's dann wohl für heute.",-0.32,0,0,0,0,0,0,0,1
"Lass uns mal über die heutigen Ereignisse sprechen. irgendwie, Ich hatte heute ein tiefes Gefühl von Bedrohung, ähm, wenn ich an meine Zukunft denke. Ich habe einen ruhigen Abend auf dem Sofa verbracht und war einfach wunschlos glücklich. Ich mache mir jetzt noch einen Tee und entspanne.",-0.15,0,0,1,0,0,0,1,0
"Also, heute war... sozusagen, Ich habe heute eine Präsentation also, gehalten und sie lief besser, als ich je gedacht hätte. Wie dem auch sei, ich gehe jetzt schlafen.",0.98,0,0,0,1,0,0,0,0
"Ehrlich gesagt war heute ein ganz schöner Ritt. sozusagen, Heute war ein einfacher, aber guter Tag. Ich habe meinen Haushalt gemacht irgendwie, und einen ruhigen Abend genossen. Ich habe diese Welle von Frustration gespürt und wollte äh, einfach nur laut schreien. Das war's dann wohl für heute.",-0.06,0,0,1,0,0,1,0,0
"Not sure how to put today into words, but... kind of, I hit a personal milestone today and I'm really so basically, proud of how far I've come. I had um, this sudden panic attack and felt completely terrified for my health. Going to make myself some tea and unwind.",-0.06,0,0,0,1,0,0,1,0
"Okay, so here's how today went. Today was filled with small, beautiful moments that made like, me smile. Guess I'll just sleep on it.",0.64,1,0,0,0,0,0,0,0
"Today was a weird mix of things. you know, I was terrified of so basically, confronting someone today, my hands were literally shaking. I'm glad today is finally over.",-0.76,0,0,0,0,0,0,1,0
"Heute war irgendwie eine seltsame Mischung. sozusagen, Ich irgendwie, war eifersüchtig darauf, wie einfach deren Beziehung von außen aussieht. Ich habe mich heute extrem reingehängt und ähm, die Ergebnisse können sich echt sehen lassen. Das war mein Tag, ich bin raus für heute.",0.23,0,0,0,1,0,0,0,1
"So, let's see how to describe today. you know, Everything felt so gray today, I don't even so basically, know why I feel this down. Anyway, that's my update.",-0.66,0,1,0,0,0,0,0,0
"Wow, I need to talk about today. uh, Today was a simple but good day, I did kind of, my chores and enjoyed a quiet evening. I hope things turn out okay.",0.62,0,0,1,0,0,0,0,0
"Okay, so here's how today went. um, Today was just a sad day, and I couldn't find a reason to smile. I got so like, scared when I heard that strange noise in the house tonight. That's pretty much how it went.",-0.66,0,1,0,0,0,0,1,0
"Alright, diary, here's the scoop. um, I found myself wishing I had their life today, kind of, which made me feel awful. I'm glad today is finally over.",-0.12,0,0,0,0,0,0,0,1
"Okay, also so lief mein Tag heute ab. irgendwie, Wegen dieser unterschwelligen Panik konnte ich mich heute auf gar nichts konzentrieren. Tut echt gut, das mal ausgesprochen zu haben.",-0.26,0,0,0,0,1,0,0,0
"Alright, diary, here's the scoop. you know, The thought of failure is so scary that it uh, makes me want to stop trying. We'll see how things look in the morning.",-0.34,0,0,0,0,0,0,1,0
"Let's talk about today's events. uh, I got jealous of my coworker's promotion, even though they deserved it. It was a really gloomy day, both so basically, outside and inside my head. Looking forward to a fresh start tomorrow.",-0.45,0,1,0,0,0,0,0,1
"Lass uns mal über die heutigen Ereignisse sprechen. also, Ich hatte ein fantastisches Gespräch mit jemandem, von dem ich ewig nichts gehört habe. Tja, das war mein Tag im Großen und Ganzen.",0.86,1,0,0,0,0,0,0,0
"Man, today was something else. you know, I finally finished that difficult project at work and did an amazing job. Time to turn off my brain for the night.",0.76,0,0,0,1,0,0,0,0
"Mann, heute war echt einiges los. irgendwie, Ich habe halt, einen langen Spaziergang gemacht und den Kopf freigekriegt, das tat gut. Ich habe heute irgendwie, etwas geschafft, von dem ich dachte, dass ich es niemals könnte. Das war's dann wohl für heute.",0.74,0,0,1,1,0,0,0,0
"Man, today was something else. uh, I helped kind of, someone solve a major issue today and felt really good about my skills. Tomorrow is a new day, luckily.",0.77,0,0,0,1,0,0,0,0
"Heute war irgendwie eine seltsame Mischung. irgendwie, Heute war einfach ein trauriger Tag und ich konnte keinen Grund zum Lächeln finden. Ich irgendwie, war heute so ungeduldig und wütend über den langsamen Fortschritt bei allem. Tja, das war mein Tag im Großen und Ganzen.",-0.64,0,1,0,0,0,1,0,0
"Okay, also so lief mein Tag heute ab. äh, Der Gedanke ans Scheitern macht mir so viel irgendwie, Angst, dass ich am liebsten aufgeben würde. Das war mein Tag, ich bin raus für heute.",-0.65,0,0,0,0,0,0,1,0
"I just need to record this real quick. I ended up crying in the kind of, evening because everything just piled up. Just going to try and relax now.",-0.8,0,1,0,0,0,0,0,0
"Recording this because today was crazy. um, I got jealous when my friend started spending all their time with someone else. I hope things turn out okay.",-0.48,0,0,0,0,0,0,0,1
"Mal schauen, wie ich heute am besten beschreibe. sozusagen, Ich habe heute jemanden sehr vermisst und diese sozusagen, Leere war echt schwer zu ertragen. Ich mache mir jetzt noch einen Tee und entspanne.",-0.5,0,1,0,0,0,0,0,0
"So, let's see how to describe today. so basically, I struggled with feelings of inadequacy so basically, and envy all day long today. Guess I'll just sleep on it.",-0.11,0,0,0,0,0,0,0,1
"I need to get today's thoughts down. uh, The doctor's appointment today had me absolutely terrified of so basically, the results. I felt like uh, a disappointment to myself and everyone around me. That's all for today, I guess.",-0.6,0,1,0,0,0,0,1,0
"Ich weiß gar nicht genau, wie ich heute in Worte fassen soll, aber... äh, Ich sozusagen, war heute extrem unsicher und habe mir ständig Sorgen gemacht, was andere über mich denken. Morgen ist zum Glück ein neuer Tag.",-0.29,0,0,0,0,1,0,0,0
"Recording this because today was crazy. um, I listened to my favorite album so basically, on the way home and felt so uplifted. Hoping for a calmer day tomorrow.",0.92,1,0,0,0,0,0,0,0
"Okay, so today was... so basically, I felt like screaming at the top of like, my lungs because of the frustration. I'm just too tired to think about it anymore.",-0.79,0,0,0,0,0,1,0,0
"Hey diary, just checking in. uh, It was a um, really quiet and depressing day, I just wanted to cry. Guess I'll just sleep on it.",-0.78,0,1,0,0,0,0,0,0
"Uff, was für ein Tag. sozusagen, Ich konnte heute nicht aufhören, über alles nachzugrübeln, also, meine Gedanken haben sich überschlagen. Wie dem auch sei, ich gehe jetzt schlafen.",-0.4,0,0,0,0,1,0,0,0
"Mann, heute war echt einiges los. ähm, Ich konnte nicht aufhören, mein Leben sozusagen, mit ihrem zu vergleichen, und war neidisch auf ihren Erfolg. Der Stau und die irgendwie, Verspätungen heute waren echt genug, um den Verstand zu verlieren. Na ja, das ist jedenfalls mein Update.",-0.6,0,0,0,0,0,1,0,1
"Okay, so here's how today went. you know, I felt like screaming at the top of my lungs because of the frustration. I need to stop overthinking and just sleep.",-0.41,0,0,0,0,0,1,0,0
"Wow, I need to talk about today. Someone took credit for my hard like, work today and I am absolutely furious. We'll see how things look in the morning.",-0.62,0,0,0,0,0,1,0,0
"Whew, what a day. um, I felt physically like, threatened and unsafe today, it was terrifying. Glad I got that off my chest.",-0.87,0,0,0,0,0,0,1,0
"Well, today happened. you know, I stood up for myself today you know, and felt really strong and confident. Time to turn off my brain for the night.",0.65,0,0,0,1,0,0,0,0
"Not sure how to put today into words, but... so basically, It was a quiet day, no drama, just steady like, progress on my own terms. That's pretty much how it went.",0.53,0,0,1,0,0,0,0,0
"Today was... interesting, to say the least. um, I went so basically, out for a walk in the sun and felt incredibly joyful and alive. I need to stop overthinking and just sleep.",0.8,1,0,0,0,0,0,0,0
"Mann, heute war echt einiges los. ähm, Ich war eifersüchtig darauf, wie glücklich und erfolgreich irgendwie, alle anderen wirken. Ich habe mich total erschrocken, als sozusagen, mich fast ein Auto auf dem Zebrastreifen erfasst hätte. Morgen ist zum Glück ein neuer Tag.",-0.32,0,0,0,0,0,0,1,1
"I just need to record this real quick. I missed someone really close to me today, and the emptiness you know, was hard to handle. I got so scared when I heard that strange noise in the so basically, house tonight. I need to stop overthinking and just sleep.",-0.66,0,1,0,0,0,0,1,0
"I just need to record this real quick. like, It you know, was a really gloomy day, both outside and inside my head. I had to bite my tongue kind of, to keep from yelling at someone today. That's pretty much how it went.",-0.78,0,1,0,0,0,1,0,0
"Wow, I need to talk about today. like, I felt really threatened when someone else got the attention uh, I wanted. We'll see how things look in the morning.",-0.04,0,0,0,0,0,0,0,1
"Uff, was für ein Tag. halt, Jemand hat heute meine Grenzen völlig missachtet, das halt, hat mich so wütend gemacht. Ich bin echt froh, dass dieser Tag vorbei ist.",-0.9,0,0,0,0,0,1,0,0
"Today was a weird mix of things. kind of, I spent a quiet so basically, evening relaxing and just felt completely content. Anyway, I'm going to bed now.",0.72,0,0,1,0,0,0,0,0
"I just need to record this real quick. Today was just a solid, balanced day where like, everything went smoothly. Signing off for the night.",0.75,0,0,1,0,0,0,0,0
"Today was a weird mix of things. uh, I felt like I was constantly on the edge of a like, panic attack today. I felt this creeping fear uh, today that everything is going to fall apart. Anyway, that's my update.",-0.68,0,0,0,0,1,0,1,0
"Lass uns mal über die heutigen Ereignisse sprechen. irgendwie, Der Arzttermin heute hat mir eine Riesenangst eingejagt also, vor den Ergebnissen. Tja, das war mein Tag im Großen und Ganzen.",-0.45,0,0,0,0,0,0,1,0
"Liebes Tagebuch, ich bin's wieder. also, Es war ein trüber Tag, sowohl ähm, draußen als auch in meiner Gefühlswelt. Ich habe heute endlich einen großen Schritt in Richtung meines Hauptziels gemacht. Ich bin einfach zu müde, um weiter darüber nachzudenken.",0.02,0,1,0,1,0,0,0,0
